method,n,ar,df,rho,SNR,rep,mse
linear,200,0.2,inf,0.2,5,13,0.006816371421285961
quantile,200,0.2,inf,0.2,5,13,0.009737193166076909
huber,200,0.2,inf,0.2,5,13,0.007192824087881333
linear,200,0.2,inf,0.2,5,14,0.010838475423338212
quantile,200,0.2,inf,0.2,5,14,0.01446427244685176
huber,200,0.2,inf,0.2,5,14,0.010990511426566277
linear,200,0.2,inf,0.2,5,15,0.00393047440753208
quantile,200,0.2,inf,0.2,5,15,0.010311104647337165
huber,200,0.2,inf,0.2,5,15,0.00537296012959554
linear,200,0.2,inf,0.2,5,16,0.004414353533707593
quantile,200,0.2,inf,0.2,5,16,0.005986125210823664
huber,200,0.2,inf,0.2,5,16,0.005313476097215672
linear,200,0.2,inf,0.2,5,17,0.007247828570963749
quantile,200,0.2,inf,0.2,5,17,0.012471401403036915
huber,200,0.2,inf,0.2,5,17,0.010334605739284353
linear,200,0.2,inf,0.2,5,18,0.007932351230571125
quantile,200,0.2,inf,0.2,5,18,0.015967852270837093
huber,200,0.2,inf,0.2,5,18,0.010962970388693071
linear,200,0.2,inf,0.2,5,19,0.004708090209780513
quantile,200,0.2,inf,0.2,5,19,0.009320291313721998
huber,200,0.2,inf,0.2,5,19,0.0055531610209577295
linear,200,0.2,inf,0.2,5,20,0.006322705334184592
quantile,200,0.2,inf,0.2,5,20,0.01333476035708446
huber,200,0.2,inf,0.2,5,20,0.008867128379122739
linear,200,0.2,inf,0.2,5,21,0.00813136620831921
quantile,200,0.2,inf,0.2,5,21,0.008905372824745687
huber,200,0.2,inf,0.2,5,21,0.008057671041111306
linear,200,0.2,inf,0.2,5,22,0.005947321701479857
quantile,200,0.2,inf,0.2,5,22,0.006969059293745977
huber,200,0.2,inf,0.2,5,22,0.006019738488844592
linear,200,0.2,inf,0.2,5,23,0.005702566916327421
quantile,200,0.2,inf,0.2,5,23,0.009385614446213721
huber,200,0.2,inf,0.2,5,23,0.005841098911802511
linear,200,0.2,inf,0.2,5,24,0.005660777402029939
quantile,200,0.2,inf,0.2,5,24,0.008282308704875983
huber,200,0.2,inf,0.2,5,24,0.006115079037258363
linear,200,0.2,inf,0.2,5,25,0.008530097700623296
quantile,200,0.2,inf,0.2,5,25,0.01369730507752484
huber,200,0.2,inf,0.2,5,25,0.009894097539869754
linear,200,0.2,inf,0.2,5,26,0.007436997089139705
quantile,200,0.2,inf,0.2,5,26,0.013060706589190696
huber,200,0.2,inf,0.2,5,26,0.010885532923873991
linear,200,0.2,inf,0.2,5,27,0.005355011016888363
quantile,200,0.2,inf,0.2,5,27,0.009541623204851055
huber,200,0.2,inf,0.2,5,27,0.006573393526130694
linear,200,0.2,inf,0.2,5,28,0.006181603763466012
quantile,200,0.2,inf,0.2,5,28,0.010773602347619638
huber,200,0.2,inf,0.2,5,28,0.009164740064647157
linear,200,0.2,inf,0.2,5,29,0.010273876764965313
quantile,200,0.2,inf,0.2,5,29,0.020611981673122465
huber,200,0.2,inf,0.2,5,29,0.013281689205729214
linear,200,0.2,inf,0.2,10,0,0.009381922189510778
quantile,200,0.2,inf,0.2,10,0,0.013682771220811652
huber,200,0.2,inf,0.2,10,0,0.011345043547905637
linear,200,0.2,inf,0.2,10,1,0.007100818598335637
quantile,200,0.2,inf,0.2,10,1,0.011401752689846244
huber,200,0.2,inf,0.2,10,1,0.007830833415193562
linear,200,0.2,inf,0.2,10,2,0.007303810234734515
quantile,200,0.2,inf,0.2,10,2,0.009689833861637336
huber,200,0.2,inf,0.2,10,2,0.00836328041218767
linear,200,0.2,inf,0.2,10,3,0.007020339771108722
quantile,200,0.2,inf,0.2,10,3,0.01064494997823194
huber,200,0.2,inf,0.2,10,3,0.008199963845827154
linear,200,0.2,inf,0.2,10,4,0.0062654149465114824
quantile,200,0.2,inf,0.2,10,4,0.010208104855426092
huber,200,0.2,inf,0.2,10,4,0.007346727940913035
linear,200,0.2,inf,0.2,10,5,0.010063735298548343
quantile,200,0.2,inf,0.2,10,5,0.014775573999359743
huber,200,0.2,inf,0.2,10,5,0.012451054517110937
linear,200,0.2,inf,0.2,10,6,0.004624678537883015
quantile,200,0.2,inf,0.2,10,6,0.010573271100357435
huber,200,0.2,inf,0.2,10,6,0.0070227684884174415
linear,200,0.2,inf,0.2,10,7,0.008435386233915612
quantile,200,0.2,inf,0.2,10,7,0.009412132441094564
huber,200,0.2,inf,0.2,10,7,0.008908239146255463
linear,200,0.2,inf,0.2,10,8,0.007449008221747105
quantile,200,0.2,inf,0.2,10,8,0.012755885243200687
huber,200,0.2,inf,0.2,10,8,0.010822985524656714
linear,200,0.2,inf,0.2,10,9,0.005240107927935314
quantile,200,0.2,inf,0.2,10,9,0.008935422135151454
huber,200,0.2,inf,0.2,10,9,0.005949579227122826
linear,200,0.2,inf,0.2,10,10,0.005651017714415935
quantile,200,0.2,inf,0.2,10,10,0.009323136323861229
huber,200,0.2,inf,0.2,10,10,0.0067473069973736
linear,200,0.2,inf,0.2,10,11,0.004954441000197332
quantile,200,0.2,inf,0.2,10,11,0.006987581959171761
huber,200,0.2,inf,0.2,10,11,0.004696988811620384
linear,200,0.2,inf,0.2,10,12,0.007450913090796202
quantile,200,0.2,inf,0.2,10,12,0.012423862822584963
huber,200,0.2,inf,0.2,10,12,0.00902237041342661
linear,200,0.2,inf,0.2,10,13,0.007915366369113146
quantile,200,0.2,inf,0.2,10,13,0.010387017561669666
huber,200,0.2,inf,0.2,10,13,0.007537558163643045
linear,200,0.2,inf,0.2,10,14,0.005592307169794294
quantile,200,0.2,inf,0.2,10,14,0.01083840681150928
huber,200,0.2,inf,0.2,10,14,0.007222647700916789
linear,200,0.2,inf,0.2,10,15,0.008551381118298614
quantile,200,0.2,inf,0.2,10,15,0.010179808997237427
huber,200,0.2,inf,0.2,10,15,0.008900324691832448
linear,200,0.2,inf,0.2,10,16,0.007446557231339359
quantile,200,0.2,inf,0.2,10,16,0.012025941727259588
huber,200,0.2,inf,0.2,10,16,0.008075789461545965
linear,200,0.2,inf,0.2,10,17,0.00436418250015247
quantile,200,0.2,inf,0.2,10,17,0.008634694937443892
huber,200,0.2,inf,0.2,10,17,0.004359940801867655
linear,200,0.2,inf,0.2,10,18,0.005734722919435459
quantile,200,0.2,inf,0.2,10,18,0.009996255951899182
huber,200,0.2,inf,0.2,10,18,0.005957644454568566
linear,200,0.2,inf,0.2,10,19,0.005969760828021461
quantile,200,0.2,inf,0.2,10,19,0.01476050772447719
huber,200,0.2,inf,0.2,10,19,0.006964305948771936
linear,200,0.2,inf,0.2,10,20,0.007655675681699487
quantile,200,0.2,inf,0.2,10,20,0.009980500814894589
huber,200,0.2,inf,0.2,10,20,0.00840580922735778
linear,200,0.2,inf,0.2,10,21,0.007181109217147927
quantile,200,0.2,inf,0.2,10,21,0.009216619078832498
huber,200,0.2,inf,0.2,10,21,0.008316725114206766
linear,200,0.2,inf,0.2,10,22,0.005029113472493392
quantile,200,0.2,inf,0.2,10,22,0.007058310337762675
huber,200,0.2,inf,0.2,10,22,0.0054848329406819605
linear,200,0.2,inf,0.2,10,23,0.005402455735324869
quantile,200,0.2,inf,0.2,10,23,0.010388615384954903
huber,200,0.2,inf,0.2,10,23,0.007036679906807451
linear,200,0.2,inf,0.2,10,24,0.00811745584157006
quantile,200,0.2,inf,0.2,10,24,0.013043980505358288
huber,200,0.2,inf,0.2,10,24,0.010805595176929604
linear,200,0.2,inf,0.2,10,25,0.0043591563056477305
quantile,200,0.2,inf,0.2,10,25,0.0070905484254794125
huber,200,0.2,inf,0.2,10,25,0.004140828775042229
linear,200,0.2,inf,0.2,10,26,0.009576833431291976
quantile,200,0.2,inf,0.2,10,26,0.014556865670682834
huber,200,0.2,inf,0.2,10,26,0.011089267924308529
linear,200,0.2,inf,0.2,10,27,0.008168569529157194
quantile,200,0.2,inf,0.2,10,27,0.012546664586505349
huber,200,0.2,inf,0.2,10,27,0.009131228567740058
linear,200,0.2,inf,0.2,10,28,0.005939352442688801
quantile,200,0.2,inf,0.2,10,28,0.013091500432360615
huber,200,0.2,inf,0.2,10,28,0.00899498401652798
linear,200,0.2,inf,0.2,10,29,0.00427232248185615
quantile,200,0.2,inf,0.2,10,29,0.013709307802775272
huber,200,0.2,inf,0.2,10,29,0.007977446050684926
linear,200,0.5,1.0,0.2,1,0,1385.6201430843075
quantile,200,0.5,1.0,0.2,1,0,0.11829128254821918
huber,200,0.5,1.0,0.2,1,0,0.08911243488283635
linear,200,0.5,1.0,0.2,1,1,23.262941517419513
quantile,200,0.5,1.0,0.2,1,1,0.25618327044968814
huber,200,0.5,1.0,0.2,1,1,0.1980551402279875
linear,200,0.5,1.0,0.2,1,2,0.6800275452917545
quantile,200,0.5,1.0,0.2,1,2,0.049729770777456814
huber,200,0.5,1.0,0.2,1,2,0.056551018764001613
linear,200,0.5,1.0,0.2,1,3,0.34424454320293874
quantile,200,0.5,1.0,0.2,1,3,0.1087853241455598
huber,200,0.5,1.0,0.2,1,3,0.09314654651846813
linear,200,0.5,1.0,0.2,1,4,2.3091310147181305
quantile,200,0.5,1.0,0.2,1,4,0.07317007841603884
huber,200,0.5,1.0,0.2,1,4,0.06982313946799681
linear,200,0.5,1.0,0.2,1,5,22.65312131919061
quantile,200,0.5,1.0,0.2,1,5,0.12489058359292207
huber,200,0.5,1.0,0.2,1,5,0.09859887070051605
linear,200,0.5,1.0,0.2,1,6,0.24319258982825787
quantile,200,0.5,1.0,0.2,1,6,0.05171048773392146
huber,200,0.5,1.0,0.2,1,6,0.04352325526583299
linear,200,0.5,1.0,0.2,1,7,0.7173612705704887
quantile,200,0.5,1.0,0.2,1,7,0.06227943034898357
huber,200,0.5,1.0,0.2,1,7,0.06723192913878288
linear,200,0.5,1.0,0.2,1,8,27.90190044270342
quantile,200,0.5,1.0,0.2,1,8,0.11355896008275675
huber,200,0.5,1.0,0.2,1,8,0.10128355107374684
linear,200,0.5,1.0,0.2,1,9,8.79126544222926
quantile,200,0.5,1.0,0.2,1,9,0.11928494717104225
huber,200,0.5,1.0,0.2,1,9,0.09595035451027335
linear,200,0.5,1.0,0.2,1,10,3.8047685153175768
quantile,200,0.5,1.0,0.2,1,10,0.0666962730775042
huber,200,0.5,1.0,0.2,1,10,0.06518722942563474
linear,200,0.5,1.0,0.2,1,11,1.8305599749159154
quantile,200,0.5,1.0,0.2,1,11,0.13415001929872272
huber,200,0.5,1.0,0.2,1,11,0.12851577870253716
linear,200,0.5,1.0,0.2,1,12,1.4806490862636175
quantile,200,0.5,1.0,0.2,1,12,0.07231883136457579
huber,200,0.5,1.0,0.2,1,12,0.060101557868914364
linear,200,0.5,1.0,0.2,1,13,3.5463843667626884
quantile,200,0.5,1.0,0.2,1,13,0.06900954664064915
huber,200,0.5,1.0,0.2,1,13,0.06515834362494345
linear,200,0.5,1.0,0.2,1,14,53.64584753642866
quantile,200,0.5,1.0,0.2,1,14,0.11516546792827587
huber,200,0.5,1.0,0.2,1,14,0.10292469413746548
linear,200,0.5,1.0,0.2,1,15,1.0402722864747573
quantile,200,0.5,1.0,0.2,1,15,0.14444040362869623
huber,200,0.5,1.0,0.2,1,15,0.128130835726088
linear,200,0.5,1.0,0.2,1,16,4.34199488252998
quantile,200,0.5,1.0,0.2,1,16,0.0861834939717367
huber,200,0.5,1.0,0.2,1,16,0.081819526857449
linear,200,0.5,1.0,0.2,1,17,2.2968259529530344
quantile,200,0.5,1.0,0.2,1,17,0.1075245636377381
huber,200,0.5,1.0,0.2,1,17,0.07420491343132224
linear,200,0.5,1.0,0.2,1,18,65.08481592605575
quantile,200,0.5,1.0,0.2,1,18,0.09336276746452715
huber,200,0.5,1.0,0.2,1,18,0.09343243130384508
linear,200,0.5,1.0,0.2,1,19,16.320830247352962
quantile,200,0.5,1.0,0.2,1,19,0.12543380719049313
huber,200,0.5,1.0,0.2,1,19,0.10714340060738879
linear,200,0.5,1.0,0.2,1,20,1.0424451888731439
quantile,200,0.5,1.0,0.2,1,20,0.1305013671969734
huber,200,0.5,1.0,0.2,1,20,0.11195562616090564
linear,200,0.5,1.0,0.2,1,21,1.1046643319480052
quantile,200,0.5,1.0,0.2,1,21,0.052580931489312366
huber,200,0.5,1.0,0.2,1,21,0.04377953774169525
linear,200,0.5,1.0,0.2,1,22,5.984590256623285
quantile,200,0.5,1.0,0.2,1,22,0.08088924966724927
huber,200,0.5,1.0,0.2,1,22,0.07308029781869259
linear,200,0.5,1.0,0.2,1,23,1.218665862336381
quantile,200,0.5,1.0,0.2,1,23,0.09225346479099623
huber,200,0.5,1.0,0.2,1,23,0.09831106452830016
linear,200,0.5,1.0,0.2,1,24,0.5967870859325465
quantile,200,0.5,1.0,0.2,1,24,0.1196221021119098
huber,200,0.5,1.0,0.2,1,24,0.11987302525921023
linear,200,0.5,1.0,0.2,1,25,0.9095259398085112
quantile,200,0.5,1.0,0.2,1,25,0.16315685406305902
huber,200,0.5,1.0,0.2,1,25,0.1348015884954644
linear,200,0.5,1.0,0.2,1,26,11.161223229401894
quantile,200,0.5,1.0,0.2,1,26,0.14622592390107966
huber,200,0.5,1.0,0.2,1,26,0.13248481494085604
linear,200,0.5,1.0,0.2,1,27,1.714501479966011
quantile,200,0.5,1.0,0.2,1,27,0.09320740183397215
huber,200,0.5,1.0,0.2,1,27,0.09184312681579401
linear,200,0.5,1.0,0.2,1,28,6.102817583496279
quantile,200,0.5,1.0,0.2,1,28,0.11248736404742475
huber,200,0.5,1.0,0.2,1,28,0.10521372247231078
linear,200,0.5,1.0,0.2,1,29,40.23449926763257
quantile,200,0.5,1.0,0.2,1,29,0.09898178291728177
huber,200,0.5,1.0,0.2,1,29,0.10550872437879949
linear,200,0.5,1.0,0.2,5,0,0.8004854202987733
quantile,200,0.5,1.0,0.2,5,0,0.12844905470609475
huber,200,0.5,1.0,0.2,5,0,0.09321573125765963
linear,200,0.5,1.0,0.2,5,1,3.9263772202229315
quantile,200,0.5,1.0,0.2,5,1,0.11174294900616857
huber,200,0.5,1.0,0.2,5,1,0.0956358029164
linear,200,0.5,1.0,0.2,5,2,9.57668976608516
quantile,200,0.5,1.0,0.2,5,2,0.06068044106624592
huber,200,0.5,1.0,0.2,5,2,0.060730568783332585
linear,200,0.5,1.0,0.2,5,3,4.183689607624377
quantile,200,0.5,1.0,0.2,5,3,0.055882298152795
huber,200,0.5,1.0,0.2,5,3,0.0424270009678787
linear,200,0.5,1.0,0.2,5,4,36.93554852542256
quantile,200,0.5,1.0,0.2,5,4,0.08023018448083948
huber,200,0.5,1.0,0.2,5,4,0.07175868345741165
linear,200,0.5,1.0,0.2,5,5,2.6859154292783547
quantile,200,0.5,1.0,0.2,5,5,0.05144187916927587
huber,200,0.5,1.0,0.2,5,5,0.058083350410432916
linear,200,0.5,1.0,0.2,5,6,225.79357300540534
quantile,200,0.5,1.0,0.2,5,6,0.11058856016681792
huber,200,0.5,1.0,0.2,5,6,0.10855674616541836
linear,200,0.5,1.0,0.2,5,7,0.24426907534465173
quantile,200,0.5,1.0,0.2,5,7,0.08179118959468486
huber,200,0.5,1.0,0.2,5,7,0.06877032111406596
linear,200,0.5,1.0,0.2,5,8,0.8231959699686096
quantile,200,0.5,1.0,0.2,5,8,0.09073537928818422
huber,200,0.5,1.0,0.2,5,8,0.08900642332348857
linear,200,0.5,1.0,0.2,5,9,17.07554748739829
quantile,200,0.5,1.0,0.2,5,9,0.14050094587833553
huber,200,0.5,1.0,0.2,5,9,0.12380297124024996
linear,200,0.5,1.0,0.2,5,10,0.7871366683118137
quantile,200,0.5,1.0,0.2,5,10,0.15665930186786117
huber,200,0.5,1.0,0.2,5,10,0.14366587542442466
linear,200,0.5,1.0,0.2,5,11,0.6080635177102792
quantile,200,0.5,1.0,0.2,5,11,0.0657649854761296
huber,200,0.5,1.0,0.2,5,11,0.06498330574700494
linear,200,0.5,1.0,0.2,5,12,3.6995243705623317
quantile,200,0.5,1.0,0.2,5,12,0.10679915151349981
huber,200,0.5,1.0,0.2,5,12,0.09517121063779016
linear,200,0.5,1.0,0.2,5,13,1.4608631913271648
quantile,200,0.5,1.0,0.2,5,13,0.10969607594208293
huber,200,0.5,1.0,0.2,5,13,0.08991696955354621
linear,200,0.5,1.0,0.2,5,14,2.176025893526667
quantile,200,0.5,1.0,0.2,5,14,0.15192552098434156
huber,200,0.5,1.0,0.2,5,14,0.12788776721924452
linear,200,0.5,1.0,0.2,5,15,14.005043940135387
quantile,200,0.5,1.0,0.2,5,15,0.11782161165920949
huber,200,0.5,1.0,0.2,5,15,0.09505852945528961
linear,200,0.5,1.0,0.2,5,16,1.6274922355723307
quantile,200,0.5,1.0,0.2,5,16,0.24725910471797058
huber,200,0.5,1.0,0.2,5,16,0.21007284441480586
linear,200,0.5,1.0,0.2,5,17,2.4096765574621926
quantile,200,0.5,1.0,0.2,5,17,0.11095783614229193
huber,200,0.5,1.0,0.2,5,17,0.12558605748722
linear,200,0.5,1.0,0.2,5,18,0.760891192857313
quantile,200,0.5,1.0,0.2,5,18,0.12817470889089502
huber,200,0.5,1.0,0.2,5,18,0.12324783335566014
linear,200,0.5,1.0,0.2,5,19,8.428277132237296
quantile,200,0.5,1.0,0.2,5,19,0.0781178795012277
huber,200,0.5,1.0,0.2,5,19,0.0823031999361301
linear,200,0.5,1.0,0.2,5,20,2.1151720858072802
quantile,200,0.5,1.0,0.2,5,20,0.06913559830775914
huber,200,0.5,1.0,0.2,5,20,0.05525213213088522
linear,200,0.5,1.0,0.2,5,21,57.90102590794393
quantile,200,0.5,1.0,0.2,5,21,0.06732799249202065
huber,200,0.5,1.0,0.2,5,21,0.05913653160980812
linear,200,0.5,1.0,0.2,5,22,22.81221037807768
quantile,200,0.5,1.0,0.2,5,22,0.07708072098084785
huber,200,0.5,1.0,0.2,5,22,0.06808317390038851
linear,200,0.5,1.0,0.2,5,23,64.76029330183388
quantile,200,0.5,1.0,0.2,5,23,0.17771656823813997
huber,200,0.5,1.0,0.2,5,23,0.16903512389459444
linear,200,0.5,1.0,0.2,5,24,0.4962371327128128
quantile,200,0.5,1.0,0.2,5,24,0.13603365550247673
huber,200,0.5,1.0,0.2,5,24,0.12650264699193936
linear,200,0.5,1.0,0.2,5,25,0.12128775840624442
quantile,200,0.5,1.0,0.2,5,25,0.07455806797596574
huber,200,0.5,1.0,0.2,5,25,0.05820104751406355
linear,200,0.5,1.0,0.2,5,26,78.56696183474162
quantile,200,0.5,1.0,0.2,5,26,0.0880308398642815
huber,200,0.5,1.0,0.2,5,26,0.08558910682800247
linear,200,0.5,1.0,0.2,5,27,265.0398644433961
quantile,200,0.5,1.0,0.2,5,27,0.13438926089468559
huber,200,0.5,1.0,0.2,5,27,0.134848108431906
linear,200,0.5,1.0,0.2,5,28,26.009673312370328
quantile,200,0.5,1.0,0.2,5,28,0.09340742467464501
huber,200,0.5,1.0,0.2,5,28,0.08320277746486317
linear,200,0.5,1.0,0.2,5,29,59.43262655666322
quantile,200,0.5,1.0,0.2,5,29,0.2224097820992346
huber,200,0.5,1.0,0.2,5,29,0.19484915011742512
linear,200,0.5,1.0,0.2,10,0,0.9199989616383583
quantile,200,0.5,1.0,0.2,10,0,0.09178126039129207
huber,200,0.5,1.0,0.2,10,0,0.06922771714216666
linear,200,0.5,1.0,0.2,10,1,2.0073877382870258
quantile,200,0.5,1.0,0.2,10,1,0.1069075226789552
huber,200,0.5,1.0,0.2,10,1,0.09771044865862377
linear,200,0.5,1.0,0.2,10,2,7.656666599909893
quantile,200,0.5,1.0,0.2,10,2,0.08637803677839812
huber,200,0.5,1.0,0.2,10,2,0.08301374835061016
linear,200,0.5,1.0,0.2,10,3,2.1239831173788675
quantile,200,0.5,1.0,0.2,10,3,0.20173581140982602
huber,200,0.5,1.0,0.2,10,3,0.1674102765829769
linear,200,0.5,1.0,0.2,10,4,1.7243924330164377
quantile,200,0.5,1.0,0.2,10,4,0.10689608794898468
huber,200,0.5,1.0,0.2,10,4,0.08901060016974341
linear,200,0.5,1.0,0.2,10,5,2.1926333178037294
quantile,200,0.5,1.0,0.2,10,5,0.06551157111940291
huber,200,0.5,1.0,0.2,10,5,0.06237016678874614
linear,200,0.5,1.0,0.2,10,6,2.105927849172758
quantile,200,0.5,1.0,0.2,10,6,0.05073264925548895
huber,200,0.5,1.0,0.2,10,6,0.046401574156389055
linear,200,0.5,1.0,0.2,10,7,2424.109603094881
quantile,200,0.5,1.0,0.2,10,7,0.14176197849194405
huber,200,0.5,1.0,0.2,10,7,0.0981704774664265
linear,200,0.5,1.0,0.2,10,8,24.667187342039682
quantile,200,0.5,1.0,0.2,10,8,0.0626723342127413
huber,200,0.5,1.0,0.2,10,8,0.056330457555807366
linear,200,0.5,1.0,0.2,10,9,9.995949822022705
quantile,200,0.5,1.0,0.2,10,9,0.08252759828544573
huber,200,0.5,1.0,0.2,10,9,0.08307706743259226
linear,200,0.5,1.0,0.2,10,10,4.992026891681196
quantile,200,0.5,1.0,0.2,10,10,0.10932755922905286
huber,200,0.5,1.0,0.2,10,10,0.09590312189225812
linear,200,0.5,1.0,0.2,10,11,1.5296366441861045
quantile,200,0.5,1.0,0.2,10,11,0.15894543528629146
huber,200,0.5,1.0,0.2,10,11,0.1724623325038895
linear,200,0.5,1.0,0.2,10,12,3.5318690102259462
quantile,200,0.5,1.0,0.2,10,12,0.07106635272529477
huber,200,0.5,1.0,0.2,10,12,0.06353622509578256
linear,200,0.5,1.0,0.2,10,13,0.9854142770785785
quantile,200,0.5,1.0,0.2,10,13,0.1097227228143356
huber,200,0.5,1.0,0.2,10,13,0.09830764669835151
linear,200,0.5,1.0,0.2,10,14,27.373091930824277
quantile,200,0.5,1.0,0.2,10,14,0.23021545562219814
huber,200,0.5,1.0,0.2,10,14,0.212053360760887
linear,200,0.5,1.0,0.2,10,15,2.630753528839275
quantile,200,0.5,1.0,0.2,10,15,0.15986389351719546
huber,200,0.5,1.0,0.2,10,15,0.13293783716105137
linear,200,0.5,1.0,0.2,10,16,2.108284006818485
quantile,200,0.5,1.0,0.2,10,16,0.16323022481703756
huber,200,0.5,1.0,0.2,10,16,0.1448699203701122
linear,200,0.5,1.0,0.2,10,17,13.850738635235414
quantile,200,0.5,1.0,0.2,10,17,0.08058703285379673
huber,200,0.5,1.0,0.2,10,17,0.0755252268856501
linear,200,0.5,1.0,0.2,10,18,5.859102976763898
quantile,200,0.5,1.0,0.2,10,18,0.35409222608333835
huber,200,0.5,1.0,0.2,10,18,0.29256711532333285
linear,200,0.5,1.0,0.2,10,19,0.3025515221320043
quantile,200,0.5,1.0,0.2,10,19,0.1026776883570081
huber,200,0.5,1.0,0.2,10,19,0.10970558919307744
linear,200,0.5,1.0,0.2,10,20,25.122287646367614
quantile,200,0.5,1.0,0.2,10,20,0.07678496934168438
huber,200,0.5,1.0,0.2,10,20,0.06121800662062821
linear,200,0.5,1.0,0.2,10,21,2.034223108813694
quantile,200,0.5,1.0,0.2,10,21,0.07259135055610082
huber,200,0.5,1.0,0.2,10,21,0.07814973209733656
linear,200,0.5,1.0,0.2,10,22,0.6090794737569082
quantile,200,0.5,1.0,0.2,10,22,0.1178074227944764
huber,200,0.5,1.0,0.2,10,22,0.11149788130536441
linear,200,0.5,1.0,0.2,10,23,0.6435821444577918
quantile,200,0.5,1.0,0.2,10,23,0.08808131049384904
huber,200,0.5,1.0,0.2,10,23,0.07423107004454367
linear,200,0.5,1.0,0.2,10,24,171.0985629683473
quantile,200,0.5,1.0,0.2,10,24,0.08409654469038116
huber,200,0.5,1.0,0.2,10,24,0.08038684801740631
linear,200,0.5,1.0,0.2,10,25,0.43654882648601046
quantile,200,0.5,1.0,0.2,10,25,0.07426963039963204
huber,200,0.5,1.0,0.2,10,25,0.06974703932259076
linear,200,0.5,1.0,0.2,10,26,1.5848146451319622
quantile,200,0.5,1.0,0.2,10,26,0.10263743602653781
huber,200,0.5,1.0,0.2,10,26,0.09417288318596669
linear,200,0.5,1.0,0.2,10,27,0.7298071856729673
quantile,200,0.5,1.0,0.2,10,27,0.07361035102927523
huber,200,0.5,1.0,0.2,10,27,0.07030002839423824
linear,200,0.5,1.0,0.2,10,28,14.105684845410627
quantile,200,0.5,1.0,0.2,10,28,0.09543173451604872
huber,200,0.5,1.0,0.2,10,28,0.08857428335613253
linear,200,0.5,1.0,0.2,10,29,1.0172246339098772
quantile,200,0.5,1.0,0.2,10,29,0.08628012491596485
huber,200,0.5,1.0,0.2,10,29,0.08201249468531867
linear,200,0.5,2.0,0.2,1,0,0.04566167769377186
quantile,200,0.5,2.0,0.2,1,0,0.04260241405316907
huber,200,0.5,2.0,0.2,1,0,0.03961332223912462
linear,200,0.5,2.0,0.2,1,1,0.025498245588749344
quantile,200,0.5,2.0,0.2,1,1,0.030515729738940144
huber,200,0.5,2.0,0.2,1,1,0.027994100726132662
linear,200,0.5,2.0,0.2,1,2,0.12022027278139463
quantile,200,0.5,2.0,0.2,1,2,0.05523020428495864
huber,200,0.5,2.0,0.2,1,2,0.0471029000170566
linear,200,0.5,2.0,0.2,1,3,0.05335897415835226
quantile,200,0.5,2.0,0.2,1,3,0.023054271658123304
huber,200,0.5,2.0,0.2,1,3,0.022856082559311444
linear,200,0.5,2.0,0.2,1,4,0.03344051566599354
quantile,200,0.5,2.0,0.2,1,4,0.027372876497503477
huber,200,0.5,2.0,0.2,1,4,0.02505528213224948
linear,200,0.5,2.0,0.2,1,5,0.035894577134075234
quantile,200,0.5,2.0,0.2,1,5,0.031815545260192056
huber,200,0.5,2.0,0.2,1,5,0.028870668652976557
linear,200,0.5,2.0,0.2,1,6,0.046127733679796494
quantile,200,0.5,2.0,0.2,1,6,0.04380693607926533
huber,200,0.5,2.0,0.2,1,6,0.03895992737206989
linear,200,0.5,2.0,0.2,1,7,0.17163236014699293
quantile,200,0.5,2.0,0.2,1,7,0.03672376399355467
huber,200,0.5,2.0,0.2,1,7,0.03087603634550789
linear,200,0.5,2.0,0.2,1,8,0.0508889517327796
quantile,200,0.5,2.0,0.2,1,8,0.03433397885559487
huber,200,0.5,2.0,0.2,1,8,0.02803500926497001
linear,200,0.5,2.0,0.2,1,9,0.03320914856304249
quantile,200,0.5,2.0,0.2,1,9,0.04442707403142561
huber,200,0.5,2.0,0.2,1,9,0.04095863228827372
linear,200,0.5,2.0,0.2,1,10,0.09577091965618591
quantile,200,0.5,2.0,0.2,1,10,0.06904810782394606
huber,200,0.5,2.0,0.2,1,10,0.05885106112264078
linear,200,0.5,2.0,0.2,1,11,0.08340662028038359
quantile,200,0.5,2.0,0.2,1,11,0.026050099151491465
huber,200,0.5,2.0,0.2,1,11,0.023934066690615978
linear,200,0.5,2.0,0.2,1,12,0.05744300381234628
quantile,200,0.5,2.0,0.2,1,12,0.03475189551316088
huber,200,0.5,2.0,0.2,1,12,0.03249873174933971
linear,200,0.5,2.0,0.2,1,13,0.04402195630264853
